Ticker,Company,Ind
KAMN,KAMAN Corp,RUSSEL 2000
KAR,"OPENLANE, Inc.",RUSSEL 2000
KBH,KB HOME,RUSSEL 2000
KE,"Kimball Electronics, Inc.",RUSSEL 2000
KELYA,KELLY SERVICES INC,RUSSEL 2000
KFRC,KFORCE INC,RUSSEL 2000
KFS,KINGSWAY FINANCIAL SERVICES INC,RUSSEL 2000
KFY,KORN FERRY,RUSSEL 2000
KGS,"Kodiak Gas Services, Inc.",RUSSEL 2000
KIDS,ORTHOPEDIATRICS CORP,RUSSEL 2000
KIND,"Nextdoor Holdings, Inc.",RUSSEL 2000
KLIC,KULICKE & SOFFA INDUSTRIES INC,RUSSEL 2000
KLTR,"Kaltura, Inc.",RUSSEL 2000
KLXE,"KLX Energy Services Holdings, Inc.",RUSSEL 2000
KMT,KENNAMETAL INC,RUSSEL 2000
KN,Knowles Corp,RUSSEL 2000
KNF,Knife River Corp,RUSSEL 2000
KNSA,"Kiniksa Pharmaceuticals, Ltd.",RUSSEL 2000
KNTK,Kinetik Holdings Inc.,RUSSEL 2000
KOD,Kodiak Sciences Inc.,RUSSEL 2000
KODK,EASTMAN KODAK CO,RUSSEL 2000
KOP,Koppers Holdings Inc.,RUSSEL 2000
KOS,Kosmos Energy Ltd.,RUSSEL 2000
KPTI,Karyopharm Therapeutics Inc.,RUSSEL 2000
KREF,KKR Real Estate Finance Trust Inc.,RUSSEL 2000
KRG,KITE REALTY GROUP TRUST,RUSSEL 2000
KRMD,"KORU Medical Systems, Inc.",RUSSEL 2000
KRNY,Kearny Financial Corp-MD,RUSSEL 2000
KRO,KRONOS WORLDWIDE INC,RUSSEL 2000
KROS,"Keros Therapeutics, Inc.",RUSSEL 2000
KRT,Karat Packaging Inc.,RUSSEL 2000
KRUS,"KURA SUSHI USA, INC.",RUSSEL 2000
KRYS,"Krystal Biotech, Inc.",RUSSEL 2000
KTB,"Kontoor Brands, Inc.",RUSSEL 2000
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",RUSSEL 2000
KURA,"Kura Oncology, Inc.",RUSSEL 2000
KVHI,KVH INDUSTRIES INC \DE\,RUSSEL 2000
KW,"Kennedy-Wilson Holdings, Inc.",RUSSEL 2000
KWR,QUAKER CHEMICAL CORP,RUSSEL 2000
KYMR,"Kymera Therapeutics, Inc.",RUSSEL 2000
KZR,"Kezar Life Sciences, Inc.",RUSSEL 2000
LADR,Ladder Capital Corp,RUSSEL 2000
LANC,LANCASTER COLONY CORP,RUSSEL 2000
LAND,GLADSTONE LAND Corp,RUSSEL 2000
LASR,"NLIGHT, INC.",RUSSEL 2000
LAUR,"LAUREATE EDUCATION, INC.",RUSSEL 2000
LAW,"CS Disco, Inc.",RUSSEL 2000
LAZR,"Luminar Technologies, Inc./DE",RUSSEL 2000
LBAI,LAKELAND BANCORP INC,RUSSEL 2000
LBC,Libero Copper & Gold Corp,RUSSEL 2000
LBPH,"Longboard Pharmaceuticals, Inc.",RUSSEL 2000
LBRT,Liberty Energy Inc.,RUSSEL 2000
LC,LendingClub Corp,RUSSEL 2000
LCII,LCI INDUSTRIES,RUSSEL 2000
LCNB,LCNB CORP,RUSSEL 2000
LCTX,"Lineage Cell Therapeutics, Inc.",RUSSEL 2000
LE,"LANDS' END, INC.",RUSSEL 2000
LEGH,Legacy Housing Corp,RUSSEL 2000
LESL,"Leslie's, Inc.",RUSSEL 2000
LEU,CENTRUS ENERGY CORP,RUSSEL 2000
LFST,"LifeStance Health Group, Inc.",RUSSEL 2000
LGFA,LIONS GATE ENTERTAINMENT CORP /CN/,RUSSEL 2000
LGFB,LIONS GATE ENTERTAINMENT CORP /CN/,RUSSEL 2000
LGIH,"LGI Homes, Inc.",RUSSEL 2000
LGND,LIGAND PHARMACEUTICALS INC,RUSSEL 2000
LICY,Li-Cycle Holdings Corp.,RUSSEL 2000
LILA,Liberty Latin America Ltd.,RUSSEL 2000
LILAK,Liberty Latin America Ltd.,RUSSEL 2000
LINC,LINCOLN EDUCATIONAL SERVICES CORP,RUSSEL 2000
LIND,"LINDBLAD EXPEDITIONS HOLDINGS, INC.",RUSSEL 2000
LIVN,LivaNova PLC,RUSSEL 2000
LKFN,LAKELAND FINANCIAL CORP,RUSSEL 2000
LLAP,Terran Orbital Corp,RUSSEL 2000
LMAT,LEMAITRE VASCULAR INC,RUSSEL 2000
LMB,"Limbach Holdings, Inc.",RUSSEL 2000
LMND,"Lemonade, Inc.",RUSSEL 2000
LMNR,Limoneira CO,RUSSEL 2000
LNN,LINDSAY CORP,RUSSEL 2000
LNTH,"Lantheus Holdings, Inc.",RUSSEL 2000
LNW,"Light & Wonder, Inc.",RUSSEL 2000
LNZA,"LanzaTech Global, Inc.",RUSSEL 2000
LOB,"Live Oak Bancshares, Inc.",RUSSEL 2000
LOCO,"El Pollo Loco Holdings, Inc.",RUSSEL 2000
LOVE,Lovesac Co,RUSSEL 2000
LPG,DORIAN LPG LTD.,RUSSEL 2000
LPRO,Open Lending Corp,RUSSEL 2000
LPSN,LIVEPERSON INC,RUSSEL 2000
LPTV,"Loop Media, Inc.",RUSSEL 2000
LQDA,Liquidia Corp,RUSSEL 2000
LQDT,LIQUIDITY SERVICES INC,RUSSEL 2000
LRMR,"Larimar Therapeutics, Inc.",RUSSEL 2000
LRN,"Stride, Inc.",RUSSEL 2000
LSEA,Landsea Homes Corp,RUSSEL 2000
LTC,LTC PROPERTIES INC,RUSSEL 2000
LTH,"Life Time Group Holdings, Inc.",RUSSEL 2000
LUMN,"Lumen Technologies, Inc.",RUSSEL 2000
LUNA,Luna Innovations Inc,RUSSEL 2000
LUNG,Pulmonx Corp,RUSSEL 2000
LVWR,"LiveWire Group, Inc.",RUSSEL 2000
LWLG,"Lightwave Logic, Inc.",RUSSEL 2000
LXFR,LUXFER HOLDINGS PLC,RUSSEL 2000
LXP,LXP Industrial Trust,RUSSEL 2000
LXRX,"LEXICON PHARMACEUTICALS, INC.",RUSSEL 2000
LXU,"LSB INDUSTRIES, INC.",RUSSEL 2000
LYEL,"Lyell Immunopharma, Inc.",RUSSEL 2000
LYTS,LSI INDUSTRIES INC,RUSSEL 2000
LZ,"LEGALZOOM.COM, INC.",RUSSEL 2000
LZB,LA-Z-BOY INC,RUSSEL 2000
MAC,MACERICH CO,RUSSEL 2000
MACK,MERRIMACK PHARMACEUTICALS INC,RUSSEL 2000
MARA,"MARATHON DIGITAL HOLDINGS, INC.",RUSSEL 2000
MASS,908 Devices Inc.,RUSSEL 2000
MATV,"Mativ Holdings, Inc.",RUSSEL 2000
MATW,MATTHEWS INTERNATIONAL CORP,RUSSEL 2000
MATX,"Matson, Inc.",RUSSEL 2000
MAX,"MediaAlpha, Inc.",RUSSEL 2000
MAXN,"Maxeon Solar Technologies, Ltd.",RUSSEL 2000
MBC,"MasterBrand, Inc.",RUSSEL 2000
MBCN,MIDDLEFIELD BANC CORP,RUSSEL 2000
MBI,MBIA INC,RUSSEL 2000
MBIN,Merchants Bancorp,RUSSEL 2000
MBUU,"MALIBU BOATS, INC.",RUSSEL 2000
MBWM,MERCANTILE BANK CORP,RUSSEL 2000
MC,Moelis & Co,RUSSEL 2000
MCB,Metropolitan Bank Holding Corp.,RUSSEL 2000
MCBC,MACATAWA BANK CORP,RUSSEL 2000
MCBS,"MetroCity Bankshares, Inc.",RUSSEL 2000
MCFT,"MasterCraft Boat Holdings, Inc.",RUSSEL 2000
MCRB,"Seres Therapeutics, Inc.",RUSSEL 2000
MCRI,MONARCH CASINO & RESORT INC,RUSSEL 2000
MCS,MARCUS CORP,RUSSEL 2000
MCY,MERCURY GENERAL CORP,RUSSEL 2000
MD,"Pediatrix Medical Group, Inc.",RUSSEL 2000
MDC,"M.D.C. HOLDINGS, INC.",RUSSEL 2000
MDGL,"MADRIGAL PHARMACEUTICALS, INC.",RUSSEL 2000
MDRX,Allscripts Healthcare Solutions Inc,RUSSEL 2000
MDXG,"MIMEDX GROUP, INC.",RUSSEL 2000
ME,23andMe Holding Co.,RUSSEL 2000
MEC,"Mayville Engineering Company, Inc.",RUSSEL 2000
MED,MEDIFAST INC,RUSSEL 2000
MEG,"Montrose Environmental Group, Inc.",RUSSEL 2000
MEI,METHODE ELECTRONICS INC,RUSSEL 2000
METCB,"Ramaco Resources, Inc.",RUSSEL 2000
MFA,"MFA FINANCIAL, INC.",RUSSEL 2000
MG,"Mistras Group, Inc.",RUSSEL 2000
MGEE,MGE ENERGY INC,RUSSEL 2000
MGNI,"MAGNITE, INC.",RUSSEL 2000
MGNX,MACROGENICS INC,RUSSEL 2000
MGPI,MGP INGREDIENTS INC,RUSSEL 2000
MGRC,MCGRATH RENTCORP,RUSSEL 2000
MGTX,MeiraGTx Holdings plc,RUSSEL 2000
MGY,Magnolia Oil & Gas Corp,RUSSEL 2000
MHLD,"Maiden Holdings, Ltd.",RUSSEL 2000
MHO,"M/I HOMES, INC.",RUSSEL 2000
MIR,"Mirion Technologies, Inc.",RUSSEL 2000
MIRM,"Mirum Pharmaceuticals, Inc.",RUSSEL 2000
MITK,MITEK SYSTEMS INC,RUSSEL 2000
MKTW,"MARKETWISE, INC.",RUSSEL 2000
MLAB,MESA LABORATORIES INC /CO/,RUSSEL 2000
MLI,MUELLER INDUSTRIES INC,RUSSEL 2000
MLKN,"MILLERKNOLL, INC.",RUSSEL 2000
MLNK,"MeridianLink, Inc.",RUSSEL 2000
MLP,MAUI LAND & PINEAPPLE CO INC,RUSSEL 2000
MLR,MILLER INDUSTRIES INC /TN/,RUSSEL 2000
MLYS,"Mineralys Therapeutics, Inc.",RUSSEL 2000
MMI,"Marcus & Millichap, Inc.",RUSSEL 2000
MMS,"MAXIMUS, INC.",RUSSEL 2000
MMSI,MERIT MEDICAL SYSTEMS INC,RUSSEL 2000
MNKD,MANNKIND CORP,RUSSEL 2000
MNRO,"MONRO, INC.",RUSSEL 2000
MNSB,"MainStreet Bancshares, Inc.",RUSSEL 2000
MNTK,"Montauk Renewables, Inc.",RUSSEL 2000
MOD,MODINE MANUFACTURING CO,RUSSEL 2000
MODG,Topgolf Callaway Brands Corp.,RUSSEL 2000
MODN,"MODEL N, INC.",RUSSEL 2000
MODV,ModivCare Inc,RUSSEL 2000
MOFG,"MidWestOne Financial Group, Inc.",RUSSEL 2000
MOND,"Mondee Holdings, Inc.",RUSSEL 2000
MORF,"Morphic Holding, Inc.",RUSSEL 2000
MOV,MOVADO GROUP INC,RUSSEL 2000
MPB,MID PENN BANCORP INC,RUSSEL 2000
MPLN,MultiPlan Corp,RUSSEL 2000
MPX,MARINE PRODUCTS CORP,RUSSEL 2000
MQ,"Marqeta, Inc.",RUSSEL 2000
MRC,MRC GLOBAL INC.,RUSSEL 2000
MRNS,"MARINUS PHARMACEUTICALS, INC.",RUSSEL 2000
MRSN,"Mersana Therapeutics, Inc.",RUSSEL 2000
MRTN,MARTEN TRANSPORT LTD,RUSSEL 2000
MSBI,"Midland States Bancorp, Inc.",RUSSEL 2000
MSEX,MIDDLESEX WATER CO,RUSSEL 2000
MSGE,Madison Square Garden Entertainment Corp.,RUSSEL 2000
MSTR,MICROSTRATEGY Inc,RUSSEL 2000
MTDR,Matador Resources Co,RUSSEL 2000
MTH,Meritage Homes CORP,RUSSEL 2000
MTRN,MATERION Corp,RUSSEL 2000
MTSI,"MACOM Technology Solutions Holdings, Inc.",RUSSEL 2000
MTTR,"Matterport, Inc./DE",RUSSEL 2000
MTW,MANITOWOC CO INC,RUSSEL 2000
MTX,MINERALS TECHNOLOGIES INC,RUSSEL 2000
MUR,MURPHY OIL CORP,RUSSEL 2000
MURA,Mural Oncology plc,RUSSEL 2000
MVBF,MVB FINANCIAL CORP,RUSSEL 2000
MVIS,"MICROVISION, INC.",RUSSEL 2000
MVST,"Microvast Holdings, Inc.",RUSSEL 2000
MWA,"Mueller Water Products, Inc.",RUSSEL 2000
MXCT,"MAXCYTE, INC.",RUSSEL 2000
MXL,"MAXLINEAR, INC",RUSSEL 2000
MYE,MYERS INDUSTRIES INC,RUSSEL 2000
MYFW,First Western Financial Inc,RUSSEL 2000
MYGN,MYRIAD GENETICS INC,RUSSEL 2000
MYPS,"PLAYSTUDIOS, Inc.",RUSSEL 2000
MYRG,MYR GROUP INC.,RUSSEL 2000
NABL,"N-able, Inc.",RUSSEL 2000
NAPA,"Duckhorn Portfolio, Inc.",RUSSEL 2000
NARI,"Inari Medical, Inc.",RUSSEL 2000
NAT,NORDIC AMERICAN TANKERS Ltd,RUSSEL 2000
NATH,"NATHANS FAMOUS, INC.",RUSSEL 2000
NATR,NATURES SUNSHINE PRODUCTS INC,RUSSEL 2000
NAUT,"Nautilus Biotechnology, Inc.",RUSSEL 2000
NAVI,NAVIENT CORP,RUSSEL 2000
NBHC,National Bank Holdings Corp,RUSSEL 2000
NBN,Northeast Bank,RUSSEL 2000
NBR,NABORS INDUSTRIES LTD,RUSSEL 2000
NBTB,NBT BANCORP INC,RUSSEL 2000
NC,NACCO INDUSTRIES INC,RUSSEL 2000
NDLS,NOODLES & Co,RUSSEL 2000
NE,Noble Corp plc,RUSSEL 2000
NECB,"NorthEast Community Bancorp, Inc./MD/",RUSSEL 2000
NEO,NEOGENOMICS INC,RUSSEL 2000
NEOG,NEOGEN CORP,RUSSEL 2000
NEWT,"NewtekOne, Inc.",RUSSEL 2000
NEXT,NextDecade Corp.,RUSSEL 2000
NFBK,"Northfield Bancorp, Inc.",RUSSEL 2000
NG,NOVAGOLD RESOURCES INC,RUSSEL 2000
NGM,NGM BIOPHARMACEUTICALS INC,RUSSEL 2000
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",RUSSEL 2000
NGVT,Ingevity Corp,RUSSEL 2000
NHC,NATIONAL HEALTHCARE CORP,RUSSEL 2000
NHI,NATIONAL HEALTH INVESTORS INC,RUSSEL 2000
NIC,NICOLET BANKSHARES INC,RUSSEL 2000
NJR,NEW JERSEY RESOURCES CORP,RUSSEL 2000
NKLA,Nikola Corp,RUSSEL 2000
NKSH,NATIONAL BANKSHARES INC,RUSSEL 2000
NKTX,"Nkarta, Inc.",RUSSEL 2000
NL,NL INDUSTRIES INC,RUSSEL 2000
NMIH,"NMI Holdings, Inc.",RUSSEL 2000
NMRA,"Neumora Therapeutics, Inc.",RUSSEL 2000
NMRK,"NEWMARK GROUP, INC.",RUSSEL 2000
NN,NEXTNAV INC.,RUSSEL 2000
NNI,NELNET INC,RUSSEL 2000
NNOX,Nano-X Imaging Ltd.,RUSSEL 2000
NODK,"NI Holdings, Inc.",RUSSEL 2000
NOG,"NORTHERN OIL & GAS, INC.",RUSSEL 2000
NOTE,"FiscalNote Holdings, Inc.",RUSSEL 2000
NOVA,Sunnova Energy International Inc.,RUSSEL 2000
NOVT,NOVANTA INC,RUSSEL 2000
NPK,NATIONAL PRESTO INDUSTRIES INC,RUSSEL 2000
NPO,Enpro Inc.,RUSSEL 2000
NR,NEWPARK RESOURCES INC,RUSSEL 2000
NRC,NATIONAL RESEARCH CORP,RUSSEL 2000
NRDS,"NERDWALLET, INC.",RUSSEL 2000
NRDY,Nerdy Inc.,RUSSEL 2000
NREF,"NexPoint Real Estate Finance, Inc.",RUSSEL 2000
NRGV,"Energy Vault Holdings, Inc.",RUSSEL 2000
NRIM,NORTHRIM BANCORP INC,RUSSEL 2000
NRIX,"Nurix Therapeutics, Inc.",RUSSEL 2000
NSIT,INSIGHT ENTERPRISES INC,RUSSEL 2000
NSP,"INSPERITY, INC.",RUSSEL 2000
NSSC,"NAPCO SECURITY TECHNOLOGIES, INC",RUSSEL 2000
NTB,Bank of N.T. Butterfield & Son Ltd,RUSSEL 2000
NTCT,NETSCOUT SYSTEMS INC,RUSSEL 2000
NTGR,"NETGEAR, INC.",RUSSEL 2000
NTLA,"Intellia Therapeutics, Inc.",RUSSEL 2000
NTST,NETSTREIT Corp.,RUSSEL 2000
NUS,"NU SKIN ENTERPRISES, INC.",RUSSEL 2000
NUVB,Nuvation Bio Inc.,RUSSEL 2000
NUVL,"Nuvalent, Inc.",RUSSEL 2000
NVAX,NOVAVAX INC,RUSSEL 2000
NVCT,"Nuvectis Pharma, Inc.",RUSSEL 2000
NVEC,NVE CORP /NEW/,RUSSEL 2000
NVEE,"NV5 Global, Inc.",RUSSEL 2000
NVRI,ENVIRI Corp,RUSSEL 2000
NVRO,NEVRO CORP,RUSSEL 2000
NVTS,Navitas Semiconductor Corp,RUSSEL 2000
NWBI,"Northwest Bancshares, Inc.",RUSSEL 2000
NWE,NorthWestern Corp,RUSSEL 2000
NWFL,NORWOOD FINANCIAL CORP,RUSSEL 2000
NWLI,"National Western Life Group, Inc.",RUSSEL 2000
NWN,NORTHWEST NATURAL GAS CO,RUSSEL 2000
NWPX,NORTHWEST PIPE CO,RUSSEL 2000
NX,Quanex Building Products CORP,RUSSEL 2000
NXDT,NEXPOINT DIVERSIFIED REAL ESTATE TRUST,RUSSEL 2000
NXRT,"NexPoint Residential Trust, Inc.",RUSSEL 2000
NXT,Nextracker Inc.,RUSSEL 2000
NYMT,NEW YORK MORTGAGE TRUST INC,RUSSEL 2000
OABI,"OmniAb, Inc.",RUSSEL 2000
OB,Outbrain Inc.,RUSSEL 2000
OBIO,"Orchestra BioMed Holdings, Inc.",RUSSEL 2000
OBK,"Origin Bancorp, Inc.",RUSSEL 2000
OBT,"Orange County Bancorp, Inc. /DE/",RUSSEL 2000
OCFC,OCEANFIRST FINANCIAL CORP,RUSSEL 2000
OCN,Ocwen Financial Corp,RUSSEL 2000
OCUL,"OCULAR THERAPEUTIX, INC",RUSSEL 2000
ODC,Oil-Dri Corp of America,RUSSEL 2000
ODP,ODP Corp,RUSSEL 2000
OEC,Orion S.A.,RUSSEL 2000
OFG,OFG BANCORP,RUSSEL 2000
OFIX,Orthofix Medical Inc.,RUSSEL 2000
OFLX,"Omega Flex, Inc.",RUSSEL 2000
OGS,"ONE Gas, Inc.",RUSSEL 2000
OI,"O-I Glass, Inc. /DE/",RUSSEL 2000
OII,OCEANEERING INTERNATIONAL INC,RUSSEL 2000
OIS,"OIL STATES INTERNATIONAL, INC",RUSSEL 2000
OLMA,"Olema Pharmaceuticals, Inc.",RUSSEL 2000
OLO,Olo Inc.,RUSSEL 2000
OLP,ONE LIBERTY PROPERTIES INC,RUSSEL 2000
OM,"Outset Medical, Inc.",RUSSEL 2000
OMCL,"OMNICELL, INC.",RUSSEL 2000
OMER,OMEROS CORP,RUSSEL 2000
OMGA,"Omega Therapeutics, Inc.",RUSSEL 2000
OMI,OWENS & MINOR INC/VA/,RUSSEL 2000
ONB,OLD NATIONAL BANCORP /IN/,RUSSEL 2000
ONEW,OneWater Marine Inc.,RUSSEL 2000
ONL,Orion Office REIT Inc.,RUSSEL 2000
ONTF,ON24 INC.,RUSSEL 2000
ONTO,ONTO INNOVATION INC.,RUSSEL 2000
OOMA,OOMA INC,RUSSEL 2000
OPCH,"Option Care Health, Inc.",RUSSEL 2000
OPEN,Opendoor Technologies Inc.,RUSSEL 2000
OPFI,OppFi Inc.,RUSSEL 2000
OPI,OFFICE PROPERTIES INCOME TRUST,RUSSEL 2000
OPK,"OPKO HEALTH, INC.",RUSSEL 2000
OPRX,OptimizeRx Corp,RUSSEL 2000
OPTN,"OptiNose, Inc.",RUSSEL 2000
ORA,"ORMAT TECHNOLOGIES, INC.",RUSSEL 2000
ORC,"Orchid Island Capital, Inc.",RUSSEL 2000
ORGN,"Origin Materials, Inc.",RUSSEL 2000
ORGO,Organogenesis Holdings Inc.,RUSSEL 2000
ORIC,"Oric Pharmaceuticals, Inc.",RUSSEL 2000
ORRF,ORRSTOWN FINANCIAL SERVICES INC,RUSSEL 2000
OSBC,OLD SECOND BANCORP INC,RUSSEL 2000
OSCR,"Oscar Health, Inc.",RUSSEL 2000
OSG,OVERSEAS SHIPHOLDING GROUP INC,RUSSEL 2000
OSIS,OSI SYSTEMS INC,RUSSEL 2000
OSPN,OneSpan Inc.,RUSSEL 2000
OSUR,ORASURE TECHNOLOGIES INC,RUSSEL 2000
OSW,ONESPAWORLD HOLDINGS Ltd,RUSSEL 2000
OTLK,"Outlook Therapeutics, Inc.",RUSSEL 2000
OTTR,Otter Tail Corp,RUSSEL 2000
OUT,OUTFRONT Media Inc.,RUSSEL 2000
OVID,Ovid Therapeutics Inc.,RUSSEL 2000
OVLY,Oak Valley Bancorp,RUSSEL 2000
OXM,OXFORD INDUSTRIES INC,RUSSEL 2000
PACB,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",RUSSEL 2000
PACK,Ranpak Holdings Corp.,RUSSEL 2000
PAGS,PagSeguro Digital Ltd.,RUSSEL 2000
PAHC,PHIBRO ANIMAL HEALTH CORP,RUSSEL 2000
PANL,Pangaea Logistics Solutions Ltd.,RUSSEL 2000
PAR,PAR TECHNOLOGY CORP,RUSSEL 2000
PARR,"PAR PACIFIC HOLDINGS, INC.",RUSSEL 2000
PATK,PATRICK INDUSTRIES INC,RUSSEL 2000
PAX,Patria Investments Ltd,RUSSEL 2000
PAYO,Payoneer Global Inc.,RUSSEL 2000
PAYS,"Paysign, Inc.",RUSSEL 2000
PBF,PBF Energy Inc.,RUSSEL 2000
PBFS,"Pioneer Bancorp, Inc./MD",RUSSEL 2000
PBH,Prestige Consumer Healthcare Inc.,RUSSEL 2000
PBI,PITNEY BOWES INC /DE/,RUSSEL 2000
PBPB,POTBELLY CORP,RUSSEL 2000
PCB,PCB BANCORP,RUSSEL 2000
PCH,POTLATCHDELTIC CORP,RUSSEL 2000
PCRX,"Pacira BioSciences, Inc.",RUSSEL 2000
PCT,"PureCycle Technologies, Inc.",RUSSEL 2000
PCVX,"Vaxcyte, Inc.",RUSSEL 2000
PCYO,PURE CYCLE CORP,RUSSEL 2000
PD,"PagerDuty, Inc.",RUSSEL 2000
PDCO,"PATTERSON COMPANIES, INC.",RUSSEL 2000
PDFS,PDF SOLUTIONS INC,RUSSEL 2000
PDLB,"Ponce Financial Group, Inc.",RUSSEL 2000
PDM,"Piedmont Office Realty Trust, Inc.",RUSSEL 2000
PDSB,PDS Biotechnology Corp,RUSSEL 2000
PEB,Pebblebrook Hotel Trust,RUSSEL 2000
PEBO,PEOPLES BANCORP INC,RUSSEL 2000
PECO,"Phillips Edison & Company, Inc.",RUSSEL 2000
PEPG,PepGen Inc.,RUSSEL 2000
PETQ,"PetIQ, Inc.",RUSSEL 2000
PETS,PETMED EXPRESS INC,RUSSEL 2000
PFBC,Preferred Bank-Los Angeles CA,RUSSEL 2000
PFC,PREMIER FINANCIAL CORP,RUSSEL 2000
PFIS,PEOPLES FINANCIAL SERVICES CORP.,RUSSEL 2000
PFMT,Performant Financial Corp,RUSSEL 2000
PFS,PROVIDENT FINANCIAL SERVICES INC,RUSSEL 2000
PFSI,"PennyMac Financial Services, Inc.",RUSSEL 2000
PGC,PEAPACK GLADSTONE FINANCIAL CORP,RUSSEL 2000
PGEN,"PRECIGEN, INC.",RUSSEL 2000
PGNY,"Progyny, Inc.",RUSSEL 2000
PGRE,"Paramount Group, Inc.",RUSSEL 2000
PGTI,"PGT Innovations, Inc.",RUSSEL 2000
PHAT,"Phathom Pharmaceuticals, Inc.",RUSSEL 2000
PHR,"Phreesia, Inc.",RUSSEL 2000
PI,IMPINJ INC,RUSSEL 2000
PIII,P3 Health Partners Inc.,RUSSEL 2000
PINE,"Alpine Income Property Trust, Inc.",RUSSEL 2000
PIPR,PIPER SANDLER COMPANIES,RUSSEL 2000
PJT,PJT Partners Inc.,RUSSEL 2000
PKBK,"PARKE BANCORP, INC.",RUSSEL 2000
PKE,PARK AEROSPACE CORP,RUSSEL 2000
PKOH,PARK OHIO HOLDINGS CORP,RUSSEL 2000
PKST,Peakstone Realty Trust,RUSSEL 2000
PL,Planet Labs PBC,RUSSEL 2000
PLAB,PHOTRONICS INC,RUSSEL 2000
PLAY,"Dave & Buster's Entertainment, Inc.",RUSSEL 2000
PLBC,PLUMAS BANCORP,RUSSEL 2000
PLCE,Children's Place Inc-The,RUSSEL 2000
PLL,Piedmont Lithium Inc.,RUSSEL 2000
PLMR,"Palomar Holdings, Inc.",RUSSEL 2000
PLOW,"DOUGLAS DYNAMICS, INC",RUSSEL 2000
PLPC,PREFORMED LINE PRODUCTS CO,RUSSEL 2000
PLRX,"PLIANT THERAPEUTICS, INC.",RUSSEL 2000
PLSE,"Pulse Biosciences, Inc.",RUSSEL 2000
PLUS,EPLUS INC,RUSSEL 2000
PLX,"Protalix BioTherapeutics, Inc.",RUSSEL 2000
PLXS,PLEXUS CORP,RUSSEL 2000
PLYM,"Plymouth Industrial REIT, Inc.",RUSSEL 2000
PMT,PennyMac Mortgage Investment Trust,RUSSEL 2000
PMTS,CPI Card Group Inc.,RUSSEL 2000
PMVP,"PMV Pharmaceuticals, Inc.",RUSSEL 2000
PNM,PNM Resources Inc,RUSSEL 2000
PNRG,PRIMEENERGY RESOURCES CORP,RUSSEL 2000
PNTG,"Pennant Group, Inc.",RUSSEL 2000
POR,PORTLAND GENERAL ELECTRIC CO /OR/,RUSSEL 2000
POWI,POWER INTEGRATIONS INC,RUSSEL 2000
POWL,POWELL INDUSTRIES INC,RUSSEL 2000
POWW,"AMMO, INC.",RUSSEL 2000
PPBI,PACIFIC PREMIER BANCORP INC,RUSSEL 2000
PPTA,PERPETUA RESOURCES CORP.,RUSSEL 2000
PR,Permian Resources Corp,RUSSEL 2000
PRA,PROASSURANCE CORP,RUSSEL 2000
PRAA,PRA GROUP INC,RUSSEL 2000
PRCT,PROCEPT BioRobotics Corp,RUSSEL 2000
PRDO,PERDOCEO EDUCATION Corp,RUSSEL 2000
PRFT,PERFICIENT INC,RUSSEL 2000
PRG,"PROG Holdings, Inc.",RUSSEL 2000
PRGS,PROGRESS SOFTWARE CORP /MA,RUSSEL 2000
PRIM,Primoris Services Corp,RUSSEL 2000
PRK,PARK NATIONAL CORP /OH/,RUSSEL 2000
PRKS,United Parks & Resorts Inc.,RUSSEL 2000
PRLB,Proto Labs Inc,RUSSEL 2000
PRLD,Prelude Therapeutics Inc,RUSSEL 2000
PRM,"Perimeter Solutions, SA",RUSSEL 2000
PRME,"Prime Medicine, Inc.",RUSSEL 2000
PRMW,Primo Water Corp,RUSSEL 2000
PRO,"PROS Holdings, Inc.",RUSSEL 2000
PROK,PROKIDNEY CORP.,RUSSEL 2000
PRPL,"Purple Innovation, Inc.",RUSSEL 2000
PRST,Presto Automation Inc.,RUSSEL 2000
PRTA,PROTHENA CORP PUBLIC LTD CO,RUSSEL 2000
PRTH,"Priority Technology Holdings, Inc.",RUSSEL 2000
PRTS,"CarParts.com, Inc.",RUSSEL 2000
PRVA,"Privia Health Group, Inc.",RUSSEL 2000
PSFE,Paysafe Ltd,RUSSEL 2000
PSMT,PRICESMART INC,RUSSEL 2000
PSN,PARSONS CORP,RUSSEL 2000
PSTL,"Postal Realty Trust, Inc.",RUSSEL 2000
PSTX,"Poseida Therapeutics, Inc.",RUSSEL 2000
PTCT,"PTC THERAPEUTICS, INC.",RUSSEL 2000
PTEN,PATTERSON UTI ENERGY INC,RUSSEL 2000
PTGX,"Protagonist Therapeutics, Inc",RUSSEL 2000
PTLO,Portillo's Inc.,RUSSEL 2000
PTSI,PAM Transportation Services Inc,RUSSEL 2000
PTVE,Pactiv Evergreen Inc.,RUSSEL 2000
PUBM,"PubMatic, Inc.",RUSSEL 2000
PUMP,ProPetro Holding Corp.,RUSSEL 2000
PWOD,PENNS WOODS BANCORP INC,RUSSEL 2000
PWP,Perella Weinberg Partners,RUSSEL 2000
PWSC,"POWERSCHOOL HOLDINGS, INC.",RUSSEL 2000
PX,"P10, Inc.",RUSSEL 2000
PZZA,PAPA JOHNS INTERNATIONAL INC,RUSSEL 2000
QCRH,QCR HOLDINGS INC,RUSSEL 2000
